id,presicion,recall,f1
007300,0.470825612409238,0.999627696029881,0.640143171447039
003330,0.427122747639877,0.860897619736915,0.570967612146607
002672,0.887439882256853,0.964865263578147,0.924534402799518
004115,0.408225669982343,0.531247286830445,0.46168179300956
006828,0.569945496179781,0.648873253000276,0.60685378919191
007790,0.49223768473893,0.869682784529104,0.628657326141797
004743,0.544293375053455,0.958614023570369,0.694343860094718
003102,0.973498580066215,0.779110378921672,0.86552433011994
004929,0.600677262931728,0.702233394589361,0.647497402782379
001231,0.443509239822941,0.978025181837982,0.610274641704205
006470,0.967413422452468,0.000631630511222992,0.00126243676927412
009438,0.129632007670719,0.127835540237209,0.128727506571403
006014,0.821332758937432,0.683120742227684,0.74587807927162
004571,0.48676425446241,0.0367252810771122,0.0682976558261052
000787,1,0.103888839946243,0.188223372112907
009860,0.979040916868153,0.654919150607184,0.784832699951705
006642,1,0.928576240367274,0.962965550369363
008348,0.119866617867235,0.0965238427605785,0.106936198034713
004327,1,0.0060304572439462,0.0119886176417896
003566,0.587323498842859,0.217326161413152,0.317257976522726
001493,0.997912402022755,0.0926583680449946,0.16957163562626
005457,0.660344989832879,0.887653450590226,0.757310205874512
002024,0.915357101776769,0.533491476875861,0.6741011024766
008946,0.829727112441073,0.317277296504295,0.459028008992
000541,0.576158642278829,0.599629402475815,0.587659763921182
002818,0.90816093348549,0.866640801520816,0.886915201604715
000125,0.512005315723996,0.961758712114597,0.668255655240444
007556,0.885348770109494,0.991510068217184,0.935427003375384
004585,0.844297139877773,0.987948145832909,0.910491406777711
000317,0.841790032772065,0.00950505588042141,0.0187978561317567
000919,0.193568671018671,0.996701298335142,0.324178800925403
006484,0.67648594792886,0.71781791124873,0.696539318793584
003592,0.866353183187885,0.909691303381244,0.887493486072654
002216,0.887516946349342,0.876589594831989,0.882019427110015
001800,0.440022524550638,0.507266180258516,0.471257693928653
005033,0.170165123661861,0.983093953352064,0.290114003830836
002440,0.251217136175624,0.999772070460506,0.401538038916936
000773,0.664184159963608,0.897079301027488,0.763261136714812
008521,0.934679714347926,0.523713156188245,0.671292452281827
004916,0.485111572821922,0.299814685622978,0.370591688411155
007569,0.057256388124994,0.973870142580311,0.108154111462501
009635,0.983683135766106,0.830913621306148,0.900867604189879
008377,0.601705329612945,0.635801611237188,0.618283753293702
008979,0.214939599296993,0.997347134777505,0.353661204867903
000926,0.998066266427923,0.941297062169007,0.96885078786993
002229,0.410651223432986,0.66107229995131,0.506604815196018
006689,0.304901300153756,0.0501325143938614,0.0861071153920474
005468,0.949537287268686,0.76341264145453,0.846363056477275
001458,0.330330448091975,0.987197742214122,0.495020106499907
009251,0.939518132910912,0.993786882875381,0.965890833662061
008383,0.429439426058359,0.750737982680708,0.546352583967982
006219,0.953652327017199,0.946583955416846,0.950104994989486
009407,0.275321234296236,0.810318056154841,0.410997961026967
002827,0.337476720108721,0.823863898187387,0.478817121860753
004788,0.895330103897243,0.539262516050531,0.673108111403762
009097,0.963654476085897,0.094402848202646,0.171959921522982
007931,0.800805061834714,0.861323841028989,0.829962694934851
000328,0.841790032772065,0.00130800476490663,0.00261195098290923
005662,0.653405396362777,0.972715805019866,0.781710189359723
008519,0.992718306238016,0.890147976589629,0.938639349677221
007551,0.617711921559045,0.649664528078116,0.633285436419106
002211,0.382004639182593,0.792937946490101,0.515609831215222
000546,1,0.47723712391829,0.646121216683812
006483,0.238969177203787,0.7842858987909,0.366321478042817
008941,0.516274953845717,0.572847892409632,0.543092122676967
005808,0.839887245732309,0.0269580371340749,0.0522393372990817
009893,0.896926016315002,0.877757125804429,0.887238046561543
007307,0.319442727129963,0.962949268266821,0.479739645049452
007763,0.686698417002739,0.972756652340241,0.805072057245155
002675,0.177324966872905,0.192134987342189,0.184433142898862
002023,0.366085913551258,0.985242205245934,0.533820450798812
003595,0.472830211429085,0.233530994050055,0.312646018596197
000310,0.795714207410518,0.182079755471036,0.296347602480926
005034,0.158709217464062,0.886956448161231,0.269241246872527
007135,0.869640896029893,0.200669149534183,0.32609261163104
002447,0.977659082204406,0.0839035899182088,0.154544067660315
000774,0.636591523537734,0.892427622283198,0.743106273416084
001494,0.563896552677336,0.847919233442756,0.677338697283143
000122,0.182760177681537,0.363311707143271,0.243187441054905
005450,0.483659567528963,0.489972788121122,0.486795709753078
001838,0.483659567528963,0.489972788121122,0.486795709753078
009867,1,0.718770323488539,0.836377395706567
001236,0.380881522358046,0.975034290437949,0.54778112533035
003337,0.958428559769769,0.445562258342999,0.608322487643429
001460,0.912912599289816,0.996759116683814,0.952995165049831
006645,1,0.810766490692171,0.895495354988874
004112,0.837119628759935,0.982809606580612,0.90413319048475
004744,0.705458837100165,0.256602227713651,0.376321869330023
002681,0.512181094818756,0.168421459632624,0.253487992430897
003753,1.82441886106583e-05,1,3.64877115326255e-05
006221,0.955227636937434,0.80181857459173,0.871825973880581
003561,1,0.991417536654393,0.995690274295753
004576,0.679555217568607,0.0734075613163432,0.132501878447117
008189,0.254026975587012,0.289144973473027,0.270450722813085
000780,0.406908233342225,0.925780142231618,0.565334806010558
004582,0.904427100436775,0.0778241852188342,0.143316284150944
002820,0.819132660007536,1,0.900574958622471
002478,0.83921223998216,1,0.912577919762322
007936,0.53547866279508,0.77864918649243,0.634565389350061
001652,0.391338435280192,0.945489458201203,0.553558714551948
001699,1,0.982063144225306,0.990950411531059
003939,0.982955998793751,0.926856616144752,0.954082367803919
007338,0.983659050655297,0.840212422380581,0.906294731801435
006477,0.575659138187682,0.67784428995016,0.622586665531227
008370,0.874424042906001,0.919317157502298,0.896308815779033
