id,presicion,recall,f1
000062,0.091997828075472,0.866625453811672,0.166337832623139
000088,0.178944583663203,0.99224198570061,0.303207590778289
000192,0.540316021001909,0.474273442042673,0.505145279751671
000210,0.18387387028778,0.904104852060037,0.305596524784045
000328,0.0953570607933529,0.99445574307387,0.174026908863786
000511,0.921730109898313,0.753381050873662,0.829096020704759
000630,0.458801580785588,0.825113130771429,0.589701489230215
000722,0.175945315995138,0.929702494948936,0.295893136378729
000736,0.0645280444894854,0.934119270403138,0.120717071863434
000759,0.23197575643485,0.865467811651653,0.365882230514984
000852,0.22130464273678,1,0.36240694580652
001242,0.567437237792357,0.973372459058915,0.716931858152576
001311,0.188562713841595,0.999208535730836,0.317255487130063
001415,0.0669167217786801,0.996635886538436,0.125412896010228
001448,0.0777850700253858,0.996341318344767,0.144304208621538
001530,0.1723439283426,0.946098787914225,0.291573952495335
001727,0.106605035827725,0.948113829071316,0.191659999798305
001765,0.162013724729687,0.931755637914434,0.276031138907517
001843,0.433299949940979,0.482976351650232,0.456791534669829
001848,0.234474978648449,1,0.379878057804236
001882,0.70608391532103,0.887986070806732,0.786656404150505
001891,0.341686224342066,0.963562397060354,0.504480130407334
002040,0.457416985587608,0.735063384124683,0.563917840363713
002136,0.581678766698826,0.827253250477959,0.683064398592961
002167,0.15783814906678,0.998256143914594,0.272577942831449
002268,0.226489465344252,0.977208050286299,0.367745759986057
002289,0.169603474001012,0.933133307802217,0.287036132866658
002342,0.480485838610845,0.958662603032146,0.640133833917631
002352,0.0682784948682377,0.992479178387525,0.12776713512781
002534,0.0675657696223646,0.82738771512765,0.124929593998519
002691,0.123028352095538,0.943809982141791,0.217681316967736
002715,0.523033318516707,0.732952835594058,0.610450605147646
002732,0.304613106423048,0.397149075654744,0.344780088576569
002751,0.107930339715308,1,0.194832356956741
002908,0.319438624263008,0.945841587945535,0.477583277931264
002910,0.555122897352618,0.994542251560655,0.712532222348952
003466,0.737080042362968,0.628314682828,0.678365317357388
003583,0.0734855818025323,0.852346871710997,0.13530570359151
003634,0.0611459699981876,0.195316099510696,0.0931349605320903
003712,0.0649376905535565,1,0.121955849867238
004563,0.680896707681524,0.310766127376142,0.426757211239136
004620,0.439293750866739,0.999971038522776,0.610424199228977
004829,0.33009481760051,0.665839818914444,0.441374896539046
004885,0.0893660935853377,0.998966397970095,0.164055976096081
004905,0.430868369756107,0.90885664069361,0.584593966766682
005252,0.471511225405627,0.413406621873209,0.440551320034156
005309,0.527804257590825,0.66780274295,0.589607004308948
005355,0.754491011483317,0.655267149906345,0.70138721415492
005493,0.500028372516567,0.631118828526288,0.557977459346789
005541,0.864234797945349,0.828326361696927,0.845899673114618
005593,0.872631837209317,0.20741325022889,0.335162684806244
005847,0.415550782151725,0.992133007657903,0.585758890335082
006128,0.114649302037034,0.952028526142616,0.204652994855752
006169,0.446975538915278,0.903986836946624,0.598180986881664
006173,0.367417754169052,0.822244437997144,0.507887376393484
006188,0.572886167698764,0.938104315059078,0.711357208517904
006329,0.199801363231898,0.586969222005556,0.298123119832909
006876,0.73419681264215,0.818955345012019,0.774263359891567
007139,0.210852171233012,0.97463995657067,0.346699815534171
007471,0.654206962682155,0.124112878122832,0.208643040481921
007724,0.0949882973964707,0.958068160275579,0.172840236003164
007773,0.0352591972832508,0.984951992775864,0.0680812305652184
007782,0.591530536192004,0.633997728916402,0.6120283427282
007865,0.08892694511476,1,0.163329497013022
007876,0.2471449685112,0.96906532460604,0.393845736202742
007882,0.492143225110717,0.809467709858831,0.612124619807733
008054,0.0359044570338541,0.995679512736623,0.0693095924949182
008057,0.206099690298756,0.938597460113665,0.337983973795915
008087,0.0417678904086215,0.990108266041974,0.0801544512685741
008092,0.118253842139517,0.993854228463688,0.211359101060547
008198,0.108568138340012,0.983320717705416,0.19554609266568
008326,0.0450033014508603,1,0.0861304483696438
008389,0.0880623622533803,0.846768625405416,0.159533533696821
008653,0.644167310290331,0.53041468848711,0.581782802012728
008993,0.862930992554405,0.855519920126065,0.859209475670048
009134,0.18955887436028,0.870548823225795,0.311327340386469
009275,0.208182672383377,0.970449088796367,0.342822400298155
009312,0.832396568022914,0.998300794041989,0.907831269148506
009380,0.0853329507417002,0.990711593913453,0.157131680212628
009446,0.162178331747793,0.742657430010282,0.266220563221668
009585,0.569936040849792,0.628062416777666,0.597589095287681
009701,0.602642785536944,0.243857390502146,0.347215278261672
009866,0.525762913054953,0.823450501447202,0.641766127943803
009874,0.0205685917625154,1,0.0403081026175685
Average,0.33185983524853,0.8305239929515265,0.3929953622083587
